codigo;codigo_legacy;capitulo;partida;descripcion;unidad;precio;categoria;subcategoria;apartado;coste_materiales;coste_mano_obra;coste_complementarios;coste_otros;rendimiento;desperdicio_pct;notas_tecnicas
01.05.01.120;;Actuaciones previas;Plataforma elevadora móvil de tijera.;Uso de plataforma elevadora móvil de tijera para trabajos en altura. Incluye la operación. Medido por metro cuadrado de superficie atendida.;m2;7.50;01 Actuaciones previas;01.05 Andamios y medios de elevación;01.05.01 Andamios y medios de elevación;0.00;1.91;0.06;3.80;0.400 h/m2;;Coste directo 5.77 USD + margen 30%
01.05.01.130;;Actuaciones previas;Plataforma elevadora articulada.;Uso de plataforma elevadora articulada para trabajos en altura. Incluye la operación. Medido por metro cuadrado de superficie atendida.;m2;9.23;01 Actuaciones previas;01.05 Andamios y medios de elevación;01.05.01 Andamios y medios de elevación;0.00;2.28;0.07;4.75;0.480 h/m2;;Coste directo 7.10 USD + margen 30%
01.05.01.140;;Actuaciones previas;Escalera de acceso provisional.;Colocación de escalera de acceso provisional a la zona de obra. Incluye el montaje de la escalera. Medido por metro lineal colocado.;m;14.26;01 Actuaciones previas;01.05 Andamios y medios de elevación;01.05.01 Andamios y medios de elevación;6.63;3.80;0.11;0.43;0.800 h/m;;Coste directo 10.97 USD + margen 30%
01.05.01.150;;Actuaciones previas;Rampa provisional de acceso.;Ejecución de rampa provisional de acceso a la obra. Incluye la formación de la rampa. Medido por metro cuadrado ejecutado.;m2;17.16;01 Actuaciones previas;01.05 Andamios y medios de elevación;01.05.01 Andamios y medios de elevación;8.84;3.80;0.13;0.43;0.800 h/m2;;Coste directo 13.20 USD + margen 30%
01.06.01.010;CT-01-03-010;Actuaciones previas;Apeo de losa con puntales metálicos y durmientes de reparto.;Apeo provisional de losa mediante puntales metálicos telescópicos sobre durmientes de reparto en cabeza y base, para sostener la estructura mientras se ejecutan demoliciones, aperturas de hueco o refuerzos. Su ejecución debe responder a un cálculo o a la instrucción expresa del profesional responsable, que define la separación y la carga de los puntales. Incluye el replanteo de la retícula de apeo, la colocación de los durmientes, el montaje y puesta en carga de los puntales sin forzar la estructura, la verificación de la verticalidad y del apoyo, el mantenimiento y revisión durante los trabajos y el desapeo escalonado una vez alcanzada la resistencia prevista. Medido en superficie de losa realmente apeada.;m2;19.21;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;11.97;2.66;0.15;0.00;0.560 h/m²;;Coste directo 14.78 USD + margen 30%
01.06.01.020;CT-01-03-020;Actuaciones previas;Apeo de viga con puntales metálicos.;Apeo provisional de viga mediante puntales metálicos telescópicos con durmiente de reparto en cabeza, dispuestos a ambos lados del elemento a intervenir. Debe responder a un cálculo o a la instrucción del profesional responsable. Incluye el replanteo de los puntos de apeo, la colocación de los durmientes, el montaje y puesta en carga progresiva de los puntales, la comprobación de que la carga se transmite a un apoyo con capacidad suficiente en el nivel inferior, la revisión durante los trabajos y el desapeo escalonado. Medido en longitud de viga realmente apeada.;m;16.07;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;9.20;3.04;0.12;0.00;0.640 h/m;;Coste directo 12.36 USD + margen 30%
01.06.01.030;CT-01-03-030;Actuaciones previas;Apuntalamiento de vano durante la apertura de hueco.;Apuntalamiento provisional del muro situado sobre un vano que se va a abrir o ampliar, mediante puntales y durmientes que reciben la carga de la fábrica superior mientras se ejecuta la demolición y se coloca el dintel definitivo. Es la operación que evita el colapso de la fábrica al retirar el apoyo. Incluye el replanteo, la apertura de las cajas de apoyo del durmiente en el muro, el montaje y puesta en carga de los puntales a ambas caras, la verificación durante la demolición, la retirada del apeo una vez fraguado y en carga el dintel definitivo y el resane de las cajas de apoyo. Medido por vano realmente apuntalado.;ud;48.61;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;22.75;13.30;0.37;0.97;2.800 h/ud;;Coste directo 37.39 USD + margen 30%
01.06.01.040;CT-01-03-040;Actuaciones previas;Apeo o arriostramiento provisional de muro.;Apeo o arriostramiento provisional de muro mediante puntales inclinados con durmientes de reparto, para estabilizarlo frente a empujes o vuelco durante los trabajos en su entorno. Debe responder a la instrucción del profesional responsable. Incluye el replanteo de los puntos de apoyo, la preparación de las bases de reparto en el piso, el montaje y puesta en carga de los puntales inclinados, la comprobación periódica de la estabilidad y del apriete, y el desmontaje una vez consolidado el elemento. Medido en superficie de muro realmente apeada.;m2;17.12;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;10.19;2.85;0.13;0.00;0.600 h/m²;;Coste directo 13.17 USD + margen 30%
01.06.01.050;;Actuaciones previas;Apeo de losa con puntales y durmientes.;Apeo de losa con puntales metálicos y durmientes de reparto. Incluye la colocación de puntales y el arriostramiento. Medido por metro cuadrado apeado.;m2;14.00;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;7.30;3.25;0.11;0.11;0.700 h/m2;;Coste directo 10.77 USD + margen 30%
01.06.01.060;;Actuaciones previas;Apeo de viga con puntales.;Apeo de viga con puntales metálicos. Incluye la colocación de puntales y el arriostramiento. Medido por metro lineal apeado.;m;11.47;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;6.20;2.53;0.09;0.00;0.550 h/m;;Coste directo 8.82 USD + margen 30%
01.06.01.070;;Actuaciones previas;Apuntalamiento de muro con madera.;Apuntalamiento de muro con madera y puntales. Incluye la colocación del apuntalamiento. Medido por metro cuadrado apuntalado.;m2;13.29;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;6.87;3.25;0.10;0.00;0.700 h/m2;;Coste directo 10.22 USD + margen 30%
01.06.01.080;;Actuaciones previas;Apeo de cubierta o techo.;Apeo de cubierta o techo durante trabajos de refuerzo. Incluye la colocación de puntales. Medido por metro cuadrado apeado.;m2;14.14;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;7.30;3.36;0.11;0.11;0.720 h/m2;;Coste directo 10.88 USD + margen 30%
01.06.01.090;;Actuaciones previas;Apeo de dintel durante apertura de vano.;Apeo de dintel durante la apertura de vano. Incluye la colocación de puntales. Medido por metro lineal apeado.;m;9.45;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;4.96;2.24;0.07;0.00;0.480 h/m;;Coste directo 7.27 USD + margen 30%
01.06.01.100;;Actuaciones previas;Estabilización de muro con arriostramiento.;Estabilización de muro con arriostramiento metálico provisional. Incluye la colocación del arriostramiento. Medido por metro cuadrado estabilizado.;m2;16.08;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;7.20;3.97;0.12;1.08;0.850 h/m2;;Coste directo 12.37 USD + margen 30%
01.06.01.110;;Actuaciones previas;Apeo de fachada durante demolición parcial.;Apeo de fachada durante demolición parcial. Incluye la colocación de puntales y arriostramiento. Medido por metro cuadrado apeado.;m2;14.00;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;7.30;3.36;0.11;0.00;0.720 h/m2;;Coste directo 10.77 USD + margen 30%
01.06.01.120;;Actuaciones previas;Apeo de escalera existente.;Apeo de escalera existente durante trabajos de refuerzo. Incluye la colocación de puntales. Medido por metro lineal apeado.;m;10.56;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;5.62;2.42;0.08;0.00;0.520 h/m;;Coste directo 8.12 USD + margen 30%
01.06.01.130;;Actuaciones previas;Apeo de forjado con torres de carga.;Apeo de forjado con torres de carga metálicas. Incluye la colocación de las torres. Medido por metro cuadrado apeado.;m2;15.76;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;8.40;3.60;0.12;0.00;0.770 h/m2;;Coste directo 12.12 USD + margen 30%
01.06.01.140;;Actuaciones previas;Apuntalamiento de talud interior.;Apuntalamiento de talud o excavación interior. Incluye la colocación de la entibación. Medido por metro cuadrado apuntalado.;m2;13.51;01 Actuaciones previas;01.06 Apeos, apuntalamientos y estabilización provisional;01.06.01 Apeos y apuntalamientos;7.04;3.25;0.10;0.00;0.700 h/m2;;Coste directo 10.39 USD + margen 30%
01.07.01.010;CT-01-04-040;Actuaciones previas;Replanteo general de la obra y trazado de ejes.;Replanteo general de la intervención sobre el inmueble, con trazado de los ejes de tabiquería, los niveles de piso terminado y las cotas de referencia, ejecutado con nivel láser y equipo de medición. Incluye la comprobación de escuadras y de la geometría real frente a la del plano, el marcado de los ejes sobre piso y paramentos, el establecimiento de la cota de nivel de referencia que regirá toda la obra, la señalización de los puntos fijos y la anotación de las discrepancias detectadas respecto al proyecto. Medido en superficie de intervención realmente replanteada.;m2;0.77;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.06;0.42;0.01;0.10;0.090 h/m²;;Coste directo 0.59 USD + margen 30%
01.07.01.020;;Actuaciones previas;Replanteo de ejes de muros.;Replanteo de ejes de muros con nivel láser. Incluye el trazado de los ejes. Medido por metro lineal replanteado.;m;1.31;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.87;0.01;0.13;0.180 h/m;;Coste directo 1.01 USD + margen 30%
01.07.01.030;;Actuaciones previas;Replanteo de niveles y pendientes.;Replanteo de niveles y pendientes de piso. Incluye el marcado de cotas. Medido por metro lineal replanteado.;m;1.13;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.73;0.01;0.13;0.150 h/m;;Coste directo 0.87 USD + margen 30%
01.07.01.040;;Actuaciones previas;Control geométrico de paramentos.;Control geométrico de plomos y niveles de paramentos. Incluye la verificación con nivel láser. Medido por metro cuadrado verificado.;m2;1.29;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.87;0.01;0.11;0.180 h/m2;;Coste directo 0.99 USD + margen 30%
01.07.01.050;;Actuaciones previas;Replanteo de instalaciones.;Replanteo de instalaciones (eléctrica, sanitaria) con trazado de recorridos. Incluye el marcado. Medido por instalación replanteada.;ud;8.48;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;5.80;0.06;0.66;1.200 h/ud;;Coste directo 6.52 USD + margen 30%
01.07.01.060;;Actuaciones previas;Replanteo de vanos y carpintería.;Replanteo de vanos y carpintería. Incluye el trazado de las posiciones. Medido por metro lineal replanteado.;m;1.31;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.87;0.01;0.13;0.180 h/m;;Coste directo 1.01 USD + margen 30%
01.07.01.070;;Actuaciones previas;Replanteo de cielos rasos.;Replanteo de cielos rasos y alturas. Incluye el marcado de cotas. Medido por metro cuadrado replanteado.;m2;1.31;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.87;0.01;0.13;0.180 h/m2;;Coste directo 1.01 USD + margen 30%
01.07.01.080;;Actuaciones previas;Replanteo de escalera.;Replanteo de escalera y peldaños. Incluye el trazado de huellas y contrahuellas. Medido por escalera replanteada.;ud;8.78;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;5.80;0.07;0.88;1.200 h/ud;;Coste directo 6.75 USD + margen 30%
01.07.01.090;;Actuaciones previas;Control de planitud de pisos.;Control de planitud de pisos con regla y nivel. Incluye la verificación. Medido por metro cuadrado verificado.;m2;1.08;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.73;0.01;0.09;0.150 h/m2;;Coste directo 0.83 USD + margen 30%
01.07.01.100;;Actuaciones previas;Replanteo de desagües y pendientes.;Replanteo de desagües y pendientes de piso. Incluye el marcado de las pendientes. Medido por metro lineal replanteado.;m;1.31;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.87;0.01;0.13;0.180 h/m;;Coste directo 1.01 USD + margen 30%
01.07.01.110;;Actuaciones previas;Replanteo de particiones.;Replanteo de particiones y tabiques. Incluye el trazado de los ejes. Medido por metro cuadrado replanteado.;m2;1.29;01 Actuaciones previas;01.07 Replanteos y control geométrico;01.07.01 Replanteo y trazado;0.00;0.87;0.01;0.11;0.180 h/m2;;Coste directo 0.99 USD + margen 30%
01.08.01.010;CT-01-05-010;Actuaciones previas;Acometida eléctrica provisional de obra con tablero de protección.;Instalación eléctrica provisional para el suministro de la obra, formada por tablero con interruptor diferencial y protecciones magnetotérmicas, tomas de fuerza y cable encauchetado hasta los frentes de trabajo. Incluye la conexión al punto de suministro autorizado, el montaje y fijación del tablero en lugar protegido y accesible, el tendido del cableado por recorridos que no crucen zonas de paso ni de agua, la puesta a tierra del conjunto, la comprobación del disparo del diferencial antes de la puesta en servicio, el mantenimiento durante la obra y el desmontaje final. Medido por instalación realmente ejecutada.;ud;263.57;01 Actuaciones previas;01.08 Instalaciones provisionales y servicios de obra;01.08.01 Servicios e instalaciones provisionales;177.54;23.20;2.01;0.00;4.800 h/ud;;Coste directo 202.75 USD + margen 30%
